event_year,flattened_locations,category,count
2015,JN,Law,8
2017,CR,Law,1
2016,MX,Law,1007718
2018,ID,Law,211296
2017,LG,Law,53135
2015,GZ,Law,23840
2016,RM,Law,5438
2015,OC,Law,6093
2019,AN,Law,3965
2017,PG,Law,428
2015,UC,Law,6
2016,CO,Law,277611
2015,PO,Law,111640
2018,GH,Law,61739
2019,SY,Law,181230
2016,SI,Law,52866
2017,VQ,Law,6700
2017,AO,Law,46085
2015,HO,Law,61328
2017,SE,Law,6472
2015,MG,Law,19624
2019,SE,Law,3364
2018,WQ,Law,19
2017,IT,Law,927264
2016,UV,Law,60699
2019,GT,Law,70884
2017,HU,Law,154076
2017,BG,Law,106315
2017,CQ,Law,796
2015,ES,Law,33160
2018,GI,Law,8351
2019,CM,Law,13602
2015,AT,Law,3
2016,UK,Law,1981913
2016,GH,Law,77391
2019,BE,Law,163083
2018,BA,Law,30064
2019,RW,Law,17355
2017,SI,Law,45004
2017,TK,Law,3889
2016,GI,Law,8302
2019,MI,Law,6027
2015,BP,Law,1178
2017,RM,Law,3140
2019,BP,Law,837
2019,RM,Law,1527
2015,MH,Law,1696
2017,MF,Law,1223
2018,IN,Law,516502
2016,AJ,Law,73278
2015,RP,Law,132260
2016,OS,Law,60668
2018,TT,Law,4667
2017,GP,Law,24231
2018,PP,Law,7971
2019,AU,Law,96208
2015,IS,Law,353277
2016,SP,Law,823477
2018,IC,Law,23857
2017,CO,Law,310975
2018,AU,Law,172349
2016,HK,Law,160641
2016,FI,Law,102268
2015,JE,Law,32481
2018,GA,Law,14432
2018,AC,Law,4628
2017,CF,Law,38546
2019,LS,Law,1836
2016,LI,Law,22629
2015,IM,Law,460
2019,IM,Law,84
2019,NE,Law,85
2017,MQ,Law,4
2018,LH,Law,66200
2017,PK,Law,250052
2015,SA,Law,201847
2018,KU,Law,36599
2016,RW,Law,36405
2019,MD,Law,39978
2015,VT,Law,22738
2018,OC,Law,3531
2015,WQ,Law,42
2018,TV,Law,289
2019,RS,Law,1152412
2015,BE,Law,296572
2016,BG,Law,212406
2016,SU,Law,80113
2017,HR,Law,97096
2015,VM,Law,128666
2015,SW,Law,419024
2018,MG,Law,20265
2016,UZ,Law,32054
2016,BT,Law,4701
2016,BF,Law,30458
2017,BD,Law,9156
2018,SW,Law,363555
2015,TH,Law,163128
2018,AE,Law,106378
2017,MK,Law,120489
2015,CD,Law,41996
2016,TZ,Law,38181
2017,NH,Law,2356
2019,PP,Law,4166
2018,AS,Law,572644
2016,TS,Law,146761
2018,JA,Law,346774
2016,NL,Law,367665
2018,RQ,Law,38580
2018,BY,Law,12317
2019,MR,Law,4478
2017,PC,Law,317
2015,LT,Law,2942
2019,CN,Law,1071
2019,CW,Law,566
2019,WF,Law,1
2015,NN,Law,7
2019,DQ,Law,1
2016,JE,Law,47960
2017,MX,Law,942471
2017,AG,Law,66001
2017,GH,Law,68649
2018,RB,Law,85328
2015,GP,Law,17424
2015,TK,Law,5329
2017,VC,Law,4611
2015,SC,Law,268
2017,GK,Law,2920
2016,FO,Law,691
2015,CQ,Law,1086
2016,SY,Law,925855
2017,PL,Law,301526
2015,LE,Law,128945
2019,JA,Law,242876
2016,VI,Law,12426
2018,YI,Law,6137
2015,LY,Law,142794
2017,LT,Law,3688
2019,BC,Law,4939
2017,DO,Law,12071
2018,BD,Law,8620
2019,WZ,Law,913
2017,FG,Law,1186
2017,KR,Law,1766
2015,TV,Law,854
2019,MQ,Law,6
2017,CB,Crime,25144
2017,PP,Crime,8831
2019,EN,Crime,6059
2017,NH,Crime,971
2017,EK,Crime,2031
2016,CH,Crime,568028
2019,IT,Crime,169037
2015,PM,Crime,17837
2017,BU,Crime,54760
2019,GH,Crime,9295
2015,ER,Crime,33713
2015,EC,Crime,34596
2016,OC,Crime,5332
2019,BO,Crime,14283
2016,NR,Crime,24427
2018,BN,Crime,5455
2015,MG,Crime,9453
2017,RI,Crime,29004
2019,VQ,Crime,2649
2015,VI,Crime,507
2016,MX,Crime,255784
2017,VE,Crime,101477
2015,RI,Crime,57061
2018,WE,Crime,52292
2017,AJ,Crime,17807
2015,MP,Crime,11008
2019,GR,Crime,52325
2017,MP,Crime,13618
2019,TI,Crime,2369
2015,RN,Crime,220
2017,TT,Crime,3328
2015,KT,Crime,4079
2016,BB,Crime,2114
2017,SY,Crime,285964
2019,ID,Crime,51648
2016,EG,Crime,293127
2018,IT,Crime,307908
2015,NO,Crime,46507
2019,NG,Crime,6535
2017,OC,Crime,5473
2016,MR,Crime,12595
2018,MH,Crime,476
2019,PP,Crime,2525
2016,FI,Crime,36835
2016,SU,Crime,76732
2019,SA,Crime,62884
2017,KE,Crime,33184
2016,BK,Crime,10665
2019,CB,Crime,6854
2016,GZ,Crime,22385
2019,DJ,Crime,8541
2017,UV,Crime,14269
2015,BP,Crime,1007
2015,LS,Crime,1623
2015,SC,Crime,31
2017,DQ,Crime,6
2019,LQ,Crime,1
2017,RO,Crime,92946
2016,LO,Crime,17567
2017,KN,Crime,131590
2017,KZ,Crime,18086
2015,AL,Crime,20626
2015,CT,Crime,25357
2015,UV,Crime,17470
2017,SN,Crime,39793
2015,LI,Crime,9597
2018,NC,Crime,845
2015,SE,Crime,4586
2016,BQ,Crime,3
2015,JN,Crime,3
2018,HQ,Crime,1
2017,AF,Crime,130748
2015,ID,Crime,130571
2017,ZI,Crime,21466
2018,BX,Crime,22924
2018,KZ,Crime,12895
2016,OD,Crime,37725
2018,NO,Crime,49768
2015,RO,Crime,56068
2016,FM,Crime,996
2017,BH,Crime,5343
2019,GA,Crime,2799
2016,VM,Crime,130194
2019,LY,Crime,54014
2016,BL,Crime,29405
2017,ZA,Crime,11022
2015,BX,Crime,47713
2016,SN,Crime,51469
2015,ML,Crime,33227
2017,SI,Crime,11468
2017,SL,Crime,5813
2018,GG,Crime,3759
2019,NP,Crime,8647
2019,RM,Crime,844
2018,VC,Crime,843
2018,PU,Crime,1111
2015,ST,Crime,433
2018,WQ,Crime,170
2016,FR,Crime,513945
2016,SA,Crime,201654
2019,EG,Crime,60908
2016,MY,Crime,92112
2017,NL,Crime,86671
2019,IR,Crime,122215
2017,TH,Crime,56373
2016,PS,Crime,1535
2019,CS,Crime,5856
2018,RQ,Crime,9220
2015,MV,Crime,6373
2016,TK,Crime,1282
2015,NE,Crime,148
2016,IO,Crime,20
2016,SY,Crime,501520
2015,CG,Crime,7748
2018,BG,Crime,61761
2019,LO,Crime,4765
2019,RI,Crime,11985
2017,BY,Crime,8507
2019,BG,Crime,37474
2016,MC,Crime,5116
2015,CS,Crime,4991
2015,PK,Crime,103562
2015,PP,Crime,9176
2015,SN,Crime,38717
2015,HO,Crime,17679
2019,KN,Crime,30793
2017,GZ,Crime,39722
2016,ZI,Crime,23308
2015,BN,Crime,5140
2016,BP,Crime,979
2017,BT,Crime,4453
2016,NH,Crime,3399
2016,AQ,Crime,759
2019,PG,Crime,745
2015,BA,Crime,23497
2016,TO,Crime,9815
2016,UK,Crime,710491
2018,MO,Crime,52166
2016,MU,Crime,36268
2017,JA,Crime,187210
2015,AR,Crime,64723
2017,MR,Crime,10829
2019,SZ,Crime,42347
2016,MJ,Crime,11413
2015,CF,Crime,23642
2015,KZ,Crime,12268
2016,VT,Crime,9934
2018,SL,Crime,4624
2016,LT,Crime,1403
2015,AQ,Crime,241
2017,PF,Crime,598
2019,AO,Crime,3906
2018,IS,Crime,212368
2019,AE,Crime,39292
2017,WE,Crime,30760
2018,UP,Crime,147202
2018,LH,Crime,26631
2015,CO,Crime,105678
2017,CT,Crime,12045
2019,AJ,Crime,5676
2015,GQ,Crime,3354
2017,WZ,Crime,1306
2015,NH,Crime,1634
2015,JQ,Crime,111
2017,FM,Crime,567
2017,NT,Crime,44
2019,NC,Crime,258
2015,CK,Crime,13
2019,FK,Crime,2
2015,UK,Crime,448697
2017,BO,Crime,34324
2019,FI,Crime,17477
2015,OD,Crime,22023
2015,GB,Crime,5100
2017,TO,Crime,4589
2019,UZ,Crime,3179
2019,VC,Crime,478
2018,AY,Crime,2430
2018,GO,Crime,3
2017,CF,Crime,26587
2016,RI,Crime,49981
2019,FR,Crime,206965
2016,ML,Crime,35113
2019,KV,Crime,5532
2018,MK,Crime,26024
2017,SG,Crime,20807
2015,MU,Crime,18927
2016,WZ,Crime,1592
2018,WA,Crime,5860
2015,AN,Crime,1742
2017,RM,Crime,1331
2017,BL,Crime,34172
2019,TW,Crime,30553
2019,CI,Crime,29640
2018,BH,Crime,4703
2015,NG,Crime,18770
2018,SO,Crime,33395
2017,TX,Crime,6945
2019,LI,Crime,4785
2015,LG,Crime,13951
2017,TZ,Crime,14228
2015,LO,Crime,14298
2017,PU,Crime,1931
2015,TI,Crime,6270
2016,AC,Crime,795
2016,PC,Crime,846
2015,IP,Crime,6
2018,RB,Crime,21561
2018,EG,Crime,126875
2015,MD,Crime,12252
2017,MY,Crime,65570
2016,MZ,Crime,10886
2016,MD,Crime,22767
2018,UG,Crime,22199
2015,BY,Crime,9225
2016,PU,Crime,2282
2019,MH,Crime,954
2016,AV,Crime,211
2015,MQ,Crime,3
2017,SZ,Crime,101530
2018,CF,Crime,25577
2019,AS,Crime,122730
2015,KG,Crime,8828
2017,HK,Crime,48107
2016,CM,Crime,20317
2015,SF,Crime,50142
2019,OS,Crime,20390
2018,MP,Crime,9815
2016,MG,Crime,11220
2017,CV,Crime,1899
2019,VI,Crime,289
2019,CW,Crime,230
2019,WQ,Crime,46
2017,AO,Crime,41204
2018,SN,Crime,40901
2016,RE,Crime,8919
2019,ZA,Crime,3832
2019,MY,Crime,24591
2017,JE,Crime,7735
2018,AV,Crime,331
2015,NS,Crime,1531
2015,BQ,Crime,2
2017,HA,Crime,21784
2017,GR,Crime,118914
2018,FI,Crime,34906
2019,KU,Crime,9188
2018,KN,Crime,78432
2019,MZ,Crime,5425
2015,DO,Crime,2539
2017,BC,Crime,3728
2016,SM,Crime,689
2016,AG,Crime,65931
2015,KU,Crime,32747
2016,US,Crime,1959505
2015,KS,Crime,76478
2016,LY,Crime,172493
2015,RW,Crime,13318
2018,LY,Crime,91360
2016,YM,Crime,106046
2018,NZ,Crime,34808
2015,KE,Crime,33350
2019,WE,Crime,14655
2015,GA,Crime,10695
2015,GI,Crime,3033
2016,MI,Crime,9023
2018,ZA,Crime,6628
2015,MH,Crime,408
2017,FK,Crime,18
2015,IT,Crime,285979
2016,UY,Crime,16440
2018,GV,Crime,9325
2018,RM,Crime,1431
2015,BL,Crime,24659
2017,GA,Crime,14537
2019,GJ,Crime,1072
2018,MG,Crime,6847
2017,RQ,Crime,14885
2017,DO,Crime,3426
2019,GZ,Crime,12817
2017,CS,Crime,5400
2019,WA,Crime,2200
2015,PC,Crime,326
2019,RS,Crime,223479
2019,BL,Crime,13208
2017,ES,Crime,22948
2017,MU,Crime,19588
2019,SN,Crime,22075
2019,GV,Crime,5452
2017,BA,Crime,32335
2018,MF,Crime,893
2015,NP,Crime,19493
2018,ST,Crime,509
2019,WZ,Crime,398
2017,TL,Crime,72
2017,UK,Crime,639241
2015,FR,Crime,372452
2017,EG,Crime,246253
2015,JO,Crime,67797
2018,DJ,Crime,14324
2016,UV,Crime,14251
2018,TD,Crime,4593
2017,BD,Crime,1942
2015,TX,Crime,9109
2019,BC,Crime,1913
2015,FM,Crime,624
2017,WS,Crime,1486
2018,PC,Crime,575
2018,TL,Crime,81
2019,CE,Crime,16850
2016,RS,Crime,473942
2016,EC,Crime,50952
2019,BX,Crime,15811
2016,LA,Crime,19035
2016,DO,Crime,2833
2019,UG,Crime,7917
2018,TV,Crime,482
2016,NT,Crime,21
2017,WF,Crime,4
2017,JQ,Crime,6
2018,GY,Crime,5690
2016,JM,Crime,11089
2015,JM,Crime,7424
2018,NS,Crime,1974
2019,DO,Crime,1265
2018,CY,Crime,19402
2018,MV,Crime,5061
2019,CF,Crime,11362
2015,TK,Crime,751
2019,FP,Crime,418
2015,CN,Crime,1145
2019,MN,Crime,1196
2015,MN,Crime,1799
2017,GK,Crime,484
2018,RW,Crime,14251
2017,BE,Crime,120891
2018,IR,Crime,149724
2015,TO,Crime,5527
2015,NI,Crime,87887
2017,CO,Crime,87284
2018,MT,Crime,28416
2015,AG,Crime,47690
2018,LA,Crime,7736
2018,BO,Crime,26771
2015,AM,Crime,15194
2015,UY,Crime,16008
2017,KG,Crime,9081
2018,IM,Crime,144
2015,KR,Crime,839
2015,FK,Crime,40
2017,NE,Crime,97
2018,HU,Crime,43816
2016,EZ,Crime,43067
2017,AU,Crime,64428
2016,JA,Crime,211431
2015,SI,Crime,19130
2016,CY,Crime,52253
2016,TZ,Crime,20103
2018,TW,Crime,48689
2018,KV,Crime,11894
2018,KU,Crime,21042
2018,UY,Crime,14810
2015,GY,Crime,7302
2019,NT,Crime,76
2016,HQ,Crime,5
2018,RS,Crime,404556
2018,UK,Crime,524409
2017,HU,Crime,49927
2015,AU,Crime,92600
2017,OD,Crime,25768
2018,KE,Crime,31485
2015,MK,Crime,37607
2015,RE,Crime,8561
2016,EN,Crime,15542
2016,RM,Crime,3107
2018,KT,Crime,834
2018,LQ,Crime,14
2018,JN,Crime,2
2016,OS,Crime,76841
2019,MT,Crime,14917
2019,RQ,Crime,7675
2018,YM,Crime,59291
2016,SF,Crime,76542
2018,VT,Crime,20134
2018,BC,Crime,2770
2017,BN,Crime,5211
2019,GP,Crime,1483
2019,SL,Crime,2974
2015,KQ,Crime,2
2016,DQ,Crime,1
2018,IN,Crime,267972
2019,UY,Crime,6057
2017,ML,Crime,29989
2015,RP,Crime,72494
2015,VC,Crime,838
2017,GV,Crime,14112
2016,JQ,Crime,2
2015,SB,Crime,26
2016,BS,Crime,1
2015,GM,Crime,317418
2018,BA,Crime,12949
2018,AO,Crime,8734
2018,MD,Crime,21453
2015,MZ,Crime,6397
2019,CG,Crime,4082
2017,CG,Crime,8433
2016,WA,Crime,6623
2016,MA,Crime,5881
2018,LU,Crime,8203
2017,GP,Crime,6686
2015,PA,Crime,20327
2018,BF,Crime,4564
2017,KR,Crime,507
2016,SV,Crime,251
2018,SB,Crime,31
2016,ID,Crime,141399
2019,SW,Crime,95419
2016,CI,Crime,35486
2016,NO,Crime,69574
2019,GB,Crime,11471
2018,CA,Crime,215467
2017,GL,Crime,3040
2018,EI,Crime,92080
2019,BN,Crime,3958
2015,MB,Crime,1391
2019,CJ,Crime,316
2015,IO,Crime,42
2015,EU,Crime,2
2016,PL,Crime,104544
2018,OS,Crime,40654
2019,TX,Crime,1684
2016,BF,Crime,6956
2017,DJ,Crime,23074
2019,KZ,Crime,6372
2016,MH,Crime,565
2019,BT,Crime,957
2018,VI,Crime,545
2015,TL,Crime,62
2015,LQ,Crime,6
2018,MQ,Crime,1
2017,CE,Crime,28821
2019,LA,Crime,4230
2019,PO,Crime,19579
2017,FG,Crime,1667
2016,GL,Crime,2278
2018,CN,Crime,1611
2015,SV,Crime,199
2018,FG,Crime,196
2019,MQ,Crime,3
2018,GM,Crime,331485
2017,RS,Crime,461888
2016,KZ,Crime,27060
2019,SU,Crime,20426
2016,NL,Crime,126309
2019,YM,Crime,31188
2015,LE,Crime,98800
2018,MC,Crime,7389
2015,NR,Crime,19490
2019,LG,Crime,9096
2016,IV,Crime,12138
2018,CD,Crime,25425
2017,MJ,Crime,8288
2016,MB,Crime,1654
2016,KG,Crime,9041
2019,FG,Crime,244
2015,SX,Crime,11
2015,JU,Crime,1
2015,RS,Crime,307588
2018,PO,Crime,35523
2015,IC,Crime,13468
2019,TH,Crime,29909
2016,WS,Crime,1779
2015,SM,Crime,773
2015,HQ,Crime,36
2019,TP,Crime,202
2017,UP,Crime,157765
2017,PO,Crime,74038
2017,MK,Crime,22896
2018,SA,Crime,102757
2016,HR,Crime,35691
2016,PA,Crime,19074
2018,CJ,Crime,659
2016,CV,Crime,1430
2019,EK,Crime,1145
2017,SH,Crime,138
2015,CH,Crime,369462
2015,DJ,Crime,16497
2015,UG,Crime,16214
2017,GY,Crime,4271
2016,DJ,Crime,18537
2019,MI,Crime,2626
2019,GK,Crime,277
2018,MR,Crime,7065
2018,AC,Crime,713
2017,KQ,Crime,5
2016,GB,Crime,8260
2015,EI,Crime,58815
2016,MP,Crime,16085
2019,SI,Crime,5053
2018,OC,Crime,4769
2015,DR,Crime,8953
2019,TD,Crime,2818
2018,LS,Crime,878
2017,FP,Crime,1100
2019,PC,Crime,35
2019,IP,Crime,1
2017,GM,Crime,388985
2017,MO,Crime,68288
2016,SE,Crime,4658
2019,NO,Crime,28482
2018,GA,Crime,6214
2016,FJ,Crime,6006
2018,MB,Crime,1473
2019,SH,Crime,34
2016,RP,Crime,136043
2018,GR,Crime,108445
2019,AR,Crime,45550
2015,IS,Crime,137444
2016,KN,Crime,73516
2019,VE,Crime,63690
2018,ID,Crime,66249
2019,VM,Crime,63295
2017,LG,Crime,13084
2019,SO,Crime,18302
2018,PE,Crime,48869
2017,AE,Crime,53507
2015,BE,Crime,104733
2019,KT,Crime,1148
2016,FO,Crime,399
2015,AF,Crime,136098
2019,ML,Crime,10961
2015,MX,Crime,145186
2018,BU,Crime,41046
2017,NR,Crime,7353
2017,LH,Crime,27252
2015,LT,Crime,1515
2016,JE,Crime,7677
2017,JN,Crime,10
2019,NU,Crime,10637
2015,MO,Crime,80186
2017,MA,Crime,4876
2017,VM,Crime,101410
2015,BM,Crime,30455
2015,GT,Crime,22095
2016,AM,Crime,35790
2017,GQ,Crime,11705
2015,WZ,Crime,1410
2018,RE,Crime,6004
2015,GP,Crime,2871
2018,GL,Crime,3467
2017,PG,Crime,1665
2015,NT,Crime,74
2019,US,Crime,1225954
2019,WS,Crime,1051
2016,MF,Crime,372
2018,TH,Crime,48019
2019,MU,Crime,13403
2018,TX,Crime,5085
2018,VM,Crime,83439
2017,NG,Crime,24463
2015,MF,Crime,1307
2019,PA,Crime,8537
2017,BP,Crime,1162
2016,VI,Crime,1176
2017,RP,Crime,96740
2015,EG,Crime,184357
2018,GT,Crime,43902
2015,IR,Crime,183754
2018,RI,Crime,22132
2016,HU,Crime,74719
2017,BR,Crime,139279
2019,CU,Crime,25047
2018,JO,Crime,51033
2018,BK,Crime,7567
2016,TX,Crime,8615
2019,FJ,Crime,3035
2019,KE,Crime,14834
2019,LS,Crime,371
2018,SM,Crime,2118
2017,AA,Crime,806
2018,TN,Crime,1462
2018,FP,Crime,574
2015,AC,Crime,746
2016,CQ,Crime,404
2015,GK,Crime,290
2016,SP,Crime,207420
2019,TU,Crime,99677
2017,SU,Crime,52182
2017,IZ,Crime,224503
2016,RW,Crime,18532
2018,KS,Crime,101428
2016,CF,Crime,33826
2016,HA,Crime,25312
2016,PG,Crime,4819
2016,EK,Crime,2090
2019,YI,Crime,1218
2016,TP,Crime,745
2019,BQ,Crime,12
2019,HQ,Crime,10
2017,FR,Crime,457367
2016,DA,Crime,71859
2018,BR,Crime,105372
2019,KS,Crime,52580
2019,MX,Crime,165408
2016,SZ,Crime,128869
2019,RW,Crime,6923
2019,IN,Crime,143216
2016,LH,Crime,34834
2015,EZ,Crime,38350
2018,BD,Crime,2750
2019,CT,Crime,3421
2017,LS,Crime,879
2019,SV,Crime,99
2018,SP,Crime,225619
2017,RB,Crime,34276
2015,SG,Crime,23110
2018,HK,Crime,33256
2018,QA,Crime,26110
2018,CT,Crime,8682
2019,KR,Crime,442
2018,MU,Crime,13198
2015,AO,Crime,9120
2015,PU,Crime,2326
2016,FG,Crime,412
2015,GO,Crime,1
2016,GO,Crime,1
2017,JO,Crime,84428
2018,PL,Crime,73884
2015,BU,Crime,36478
2018,GZ,Crime,19794
2018,BY,Crime,5221
2017,AN,Crime,1740
2017,NF,Crime,69
2016,SB,Crime,32
2018,KQ,Crime,2
2016,IN,Crime,363237
2016,IR,Crime,230843
2018,LI,Crime,8198
2018,MA,Crime,3947
2019,NZ,Crime,24243
2019,VT,Crime,14462
2018,LG,Crime,12989
2015,BK,Crime,7041
2016,SC,Crime,54
2019,SC,Crime,74
2016,FQ,Crime,3
2016,GR,Crime,245852
2017,MX,Crime,229217
2019,UK,Crime,346698
2016,UG,Crime,30718
2016,KS,Crime,135119
2016,BA,Crime,33820
2017,MN,Crime,3062
2016,BN,Crime,9876
2016,PP,Crime,15798
2017,LO,Crime,11582
2018,ML,Crime,20501
2018,IV,Crime,6468
2019,CQ,Crime,344
2019,PF,Crime,521
2019,SM,Crime,209
2016,FP,Crime,482
2016,AF,Crime,203886
2018,RO,Crime,73333
2019,MK,Crime,10834
2019,RP,Crime,37576
2016,SI,Crime,26183
2016,UP,Crime,181992
2016,GH,Crime,24004
2017,AG,Crime,38612
2019,LE,Crime,29629
2019,NL,Crime,46257
2017,CI,Crime,45969
2016,AU,Crime,110448
2017,CJ,Crime,1037
2017,RN,Crime,1009
2019,IC,Crime,3792
2015,TV,Crime,503
2016,NE,Crime,95
2017,AS,Crime,280272
2017,BM,Crime,32793
2015,ES,Crime,14165
2015,BG,Crime,78742
2016,TD,Crime,4722
2019,BF,Crime,6926
2018,MI,Crime,2824
2015,PG,Crime,6474
2017,TI,Crime,5297
2015,NF,Crime,109
2015,RB,Crime,34959
2019,HO,Crime,25299
2018,NU,Crime,20334
2016,BY,Crime,14782
2018,NR,Crime,4515
2019,ER,Crime,4387
2019,WI,Crime,506
2015,CQ,Crime,82
2019,UP,Crime,83610
2018,AG,Crime,26749
2015,BO,Crime,32664
2016,AE,Crime,68619
2016,ER,Crime,27689
2016,AL,Crime,46883
2016,GQ,Crime,6193
2018,LE,Crime,58124
2019,MC,Crime,3107
2019,PS,Crime,878
2019,BD,Crime,1023
2016,GI,Crime,3730
2018,AQ,Crime,315
2018,GJ,Crime,1630
2018,NE,Crime,171
2017,TB,Crime,4
2017,AR,Crime,84325
2015,CU,Crime,43871
2017,PL,Crime,93561
2016,RO,Crime,84457
2018,NG,Crime,13966
2015,ET,Crime,27712
2018,JA,Crime,125011
2019,EI,Crime,47285
2018,PP,Crime,6547
2019,GT,Crime,32639
2016,CN,Crime,1548
2017,BK,Crime,8529
2018,UV,Crime,12548
2019,BP,Crime,665
2019,IO,Crime,80
2017,EN,Crime,15461
2018,AE,Crime,39139
2019,PE,Crime,21124
2016,NZ,Crime,43215
2016,NU,Crime,15665
2016,BD,Crime,2034
2018,MN,Crime,1654
2017,FQ,Crime,3
2019,BS,Crime,1
2017,SF,Crime,61478
2015,CI,Crime,30526
2016,MT,Crime,34111
2018,CB,Crime,20106
2017,IV,Crime,10759
2019,KG,Crime,5276
2018,KG,Crime,7521
2015,MC,Crime,3643
2015,ZI,Crime,15183
2016,LQ,Crime,3
2016,GM,Crime,530918
2017,EI,Crime,60171
2017,NO,Crime,46709
2015,HK,Crime,29135
2017,VI,Crime,1522
2019,PU,Crime,608
2017,MH,Crime,644
2019,NH,Crime,707
2016,CW,Crime,372
2015,UC,Crime,3
2019,IZ,Crime,84294
2016,NG,Crime,21395
2017,AY,Crime,3894
2018,SU,Crime,35390
2017,TS,Crime,50465
2017,JM,Crime,12319
2017,BB,Crime,2069
2017,NS,Crime,1560
2017,ID,Crime,99269
2017,FI,Crime,27163
2016,LE,Crime,120608
2016,IC,Crime,25072
2018,GQ,Crime,4615
2016,MO,Crime,91801
2018,CE,Crime,19660
2017,GG,Crime,5252
2016,LS,Crime,1159
2017,LA,Crime,8031
2018,EK,Crime,1992
2019,TN,Crime,584
2017,VQ,Crime,1683
2019,WF,Crime,2
2017,BG,Crime,85760
2019,AF,Crime,58100
2017,QA,Crime,58201
2017,LU,Crime,9279
2015,TW,Crime,46742
2018,PK,Crime,95768
2019,BU,Crime,16982
2015,VT,Crime,11260
2016,YI,Crime,3381
2019,ET,Crime,11693
2018,AU,Crime,53903
2017,UZ,Crime,12161
2016,TT,Crime,5678
2015,EK,Crime,2155
2019,BB,Crime,1580
2015,TN,Crime,771
2018,RN,Crime,396
2016,RN,Crime,431
2016,JN,Crime,9
2016,BR,Crime,152550
2019,JO,Crime,21353
2018,RP,Crime,55738
2017,DA,Crime,58758
2017,AC,Crime,1558
2015,SL,Crime,7147
2018,TI,Crime,4786
2015,MJ,Crime,8560
2019,MA,Crime,2686
2016,MV,Crime,4217
2017,WQ,Crime,43
2018,IO,Crime,71
2016,WQ,Crime,29
2017,MT,Crime,20394
2019,AU,Crime,26776
2015,IV,Crime,12414
2016,KE,Crime,51458
2018,EC,Crime,34457
2017,LT,Crime,1449
2018,WI,Crime,1052
2015,IM,Crime,191
2015,WQ,Crime,58
2017,TU,Crime,266398
2017,PK,Crime,107641
2018,MX,Crime,212245
2016,BU,Crime,57440
2018,OD,Crime,19097
2018,TO,Crime,15315
2015,VE,Crime,124358
2015,CD,Crime,17661
2015,LA,Crime,10397
2019,OD,Crime,6290
2019,OC,Crime,2711
2015,WI,Crime,1766
2015,PS,Crime,1287
2016,GK,Crime,284
2017,SB,Crime,126
2018,DQ,Crime,2
2016,BV,Crime,1
2015,YM,Crime,95506
2019,CY,Crime,13587
2015,SO,Crime,59364
2019,LU,Crime,6499
2017,BF,Crime,7120
2015,QA,Crime,34428
2017,MZ,Crime,6739
2015,FJ,Crime,3719
2017,FJ,Crime,5184
2018,CV,Crime,945
2016,NC,Crime,562
2016,IM,Crime,55
2015,CA,Crime,136571
2018,FR,Crime,356836
2015,AS,Crime,296371
2018,SY,Crime,174507
2019,PK,Crime,52326
2015,SW,Crime,143588
2015,GR,Crime,186549
2018,AM,Crime,15821
2015,SU,Crime,50402
2016,CU,Crime,58064
2017,PE,Crime,49476
2017,KV,Crime,13984
2018,SI,Crime,10118
2015,RQ,Crime,3217
2016,TI,Crime,6235
2018,FO,Crime,300
2015,TP,Crime,564
2018,JQ,Crime,6
2015,AE,Crime,39017
2019,BR,Crime,65198
2019,MO,Crime,23728
2015,OC,Crime,6426
2017,IC,Crime,28256
2017,CM,Crime,13262
2015,TT,Crime,4023
2019,AY,Crime,1416
2016,AN,Crime,1563
2015,CR,Crime,1
2017,YM,Crime,119154
2018,SF,Crime,53297
2016,ET,Crime,34878
2019,IS,Crime,104514
2017,PS,Crime,1743
2018,AL,Crime,32079
2019,GG,Crime,3505
2017,GH,Crime,21549
2015,GJ,Crime,1622
2015,YI,Crime,2381
2016,IZ,Crime,348566
2016,NI,Crime,108098
2019,GI,Crime,21364
2015,JA,Crime,140658
2016,BC,Crime,4229
2019,ES,Crime,23898
2015,AJ,Crime,12068
2018,MJ,Crime,7271
2017,MV,Crime,4335
2017,AQ,Crime,354
2018,WZ,Crime,1268
2015,CV,Crime,869
2018,KR,Crime,1145
2015,UF,Crime,12
2016,AS,Crime,360797
2018,AS,Crime,210722
2016,PO,Crime,52922
2016,CB,Crime,35507
2019,GM,Crime,191911
2018,AF,Crime,91096
2016,PK,Crime,177431
2017,RW,Crime,13800
2017,SE,Crime,2843
2015,CY,Crime,16475
2016,GY,Crime,5519
2019,NI,Crime,43678
2017,CY,Crime,21014
2018,GB,Crime,14226
2015,MR,Crime,11746
2015,FG,Crime,178
2019,GL,Crime,1914
2017,CQ,Crime,117
2019,NF,Crime,37
2018,NF,Crime,26
2015,BV,Crime,1
2017,MQ,Crime,1
2017,MC,Crime,6204
2018,ER,Crime,14294
2019,JA,Crime,79494
2018,SZ,Crime,87747
2016,BT,Crime,3532
2017,CA,Crime,205846
2017,GB,Crime,4307
2018,UZ,Crime,6614
2019,BK,Crime,4226
2019,GQ,Crime,3250
2016,LG,Crime,16275
2015,JE,Crime,5122
2017,VC,Crime,1132
2017,NI,Crime,88691
2015,US,Crime,1258025
2019,SF,Crime,31315
2017,LE,Crime,93818
2016,CO,Crime,105301
2016,NP,Crime,24501
2016,BX,Crime,79069
2019,PM,Crime,15545
2016,UZ,Crime,10274
2018,TT,Crime,2830
2017,AV,Crime,964
2015,HA,Crime,16218
